x			u(x)			v(x)			w(x)			error(u,v)
0.009900990099		0.08436571909		0.08429683337		0.08429683337		-3.088036832
0.01980198020		0.1598453105		0.1597147947		0.1597147947		-3.088036832
0.02970297030		0.2272764361		0.2270908619		0.2270908619		-3.088036832
0.03960396040		0.2874177949		0.2871831145		0.2871831145		-3.088036832
0.04950495050		0.3409565658		0.3406781703		0.3406781703		-3.088036832
0.05940594059		0.3885151500		0.3881979223		0.3881979223		-3.088036832
0.06930693069		0.4306572775		0.4303056402		0.4303056402		-3.088036832
0.07920792079		0.4678935373		0.4675114961		0.4675114961		-3.088036832
0.08910891089		0.5006863873		0.5002775703		0.5002775703		-3.088036832
0.09900990099		0.5294546910		0.5290223843		0.5290223843		-3.088036832
0.1089108911		0.5545778274		0.5541250073		0.5541250073		-3.088036832
0.1188118812		0.5763994127		0.5759287750		0.5759287750		-3.088036832
0.1287128713		0.5952306719		0.5947446583		0.5947446583		-3.088036832
0.1386138614		0.6113534918		0.6108543137		0.6108543137		-3.088036832
0.1485148515		0.6250231869		0.6245128472		0.6245128472		-3.088036832
0.1584158416		0.6364710040		0.6359513170		0.6359513170		-3.088036832
0.1683168317		0.6459063912		0.6453790002		0.6453790002		-3.088036832
0.1782178218		0.6535190529		0.6529854460		0.6529854460		-3.088036832
0.1881188119		0.6594808105		0.6589423357		0.6589423357		-3.088036832
0.1980198020		0.6639472885		0.6634051669		0.6634051669		-3.088036832
0.2079207921		0.6670594415		0.6665147787		0.6665147787		-3.088036832
0.2178217822		0.6689449365		0.6683987342		0.6683987342		-3.088036832
0.2277227723		0.6697194060		0.6691725713		0.6691725713		-3.088036832
0.2376237624		0.6694875823		0.6689409369		0.6689409369		-3.088036832
0.2475247525		0.6683443247		0.6677986128		0.6677986128		-3.088036832
0.2574257426		0.6663755509		0.6658314465		0.6658314465		-3.088036832
0.2673267327		0.6636590790		0.6631171927		0.6631171927		-3.088036832
0.2772277228		0.6602653919		0.6597262766		0.6597262766		-3.088036832
0.2871287129		0.6562583280		0.6557224845		0.6557224845		-3.088036832
0.2970297030		0.6516957082		0.6511635901		0.6511635901		-3.088036832
0.3069306931		0.6466299025		0.6461019207		0.6461019207		-3.088036832
0.3168316832		0.6411083444		0.6405848710		0.6405848710		-3.088036832
0.3267326733		0.6351739960		0.6346553681		0.6346553681		-3.088036832
0.3366336634		0.6288657696		0.6283522924		0.6283522924		-3.088036832
0.3465346535		0.6222189091		0.6217108592		0.6217108592		-3.088036832
0.3564356436		0.6152653363		0.6147629641		0.6147629641		-3.088036832
0.3663366337		0.6080339639		0.6075374962		0.6075374962		-3.088036832
0.3762376238		0.6005509790		0.6000606213		0.6000606213		-3.088036832
0.3861386139		0.5928401002		0.5923560385		0.5923560385		-3.088036832
0.3960396040		0.5849228102		0.5844452130		0.5844452130		-3.088036832
0.4059405941		0.5768185665		0.5763475866		0.5763475866		-3.088036832
0.4158415842		0.5685449927		0.5680807682		0.5680807682		-3.088036832
0.4257425743		0.5601180507		0.5596607070		0.5596607070		-3.088036832
0.4356435644		0.5515521982		0.5511018486		0.5511018486		-3.088036832
0.4455445545		0.5428605296		0.5424172768		0.5424172768		-3.088036832
0.4554455446		0.5340549051		0.5336188423		0.5336188423		-3.088036832
0.4653465347		0.5251460670		0.5247172784		0.5247172784		-3.088036832
0.4752475248		0.5161437449		0.5157223067		0.5157223067		-3.088036832
0.4851485149		0.5070567510		0.5066427325		0.5066427325		-3.088036832
0.4950495050		0.4978930671		0.4974865309		0.4974865309		-3.088036832
0.5049504950		0.4886599225		0.4882609253		0.4882609253		-3.088036832
0.5148514851		0.4793638650		0.4789724581		0.4789724581		-3.088036832
0.5247524752		0.4700108251		0.4696270551		0.4696270551		-3.088036832
0.5346534653		0.4606061744		0.4602300834		0.4602300834		-3.088036832
0.5445544554		0.4511547779		0.4507864041		0.4507864041		-3.088036832
0.5544554455		0.4416610424		0.4413004203		0.4413004203		-3.088036832
0.5643564356		0.4321289588		0.4317761199		0.4317761199		-3.088036832
0.5742574257		0.4225621422		0.4222171147		0.4222171147		-3.088036832
0.5841584158		0.4129638667		0.4126266763		0.4126266763		-3.088036832
0.5940594059		0.4033370978		0.4030077677		0.4030077677		-3.088036832
0.6039603960		0.3936845214		0.3933630729		0.3933630729		-3.088036832
0.6138613861		0.3840085704		0.3836950224		0.3836950224		-3.088036832
0.6237623762		0.3743114482		0.3740058180		0.3740058180		-3.088036832
0.6336633663		0.3645951505		0.3642974537		0.3642974537		-3.088036832
0.6435643564		0.3548614848		0.3545717358		0.3545717358		-3.088036832
0.6534653465		0.3451120886		0.3448303000		0.3448303000		-3.088036832
0.6633663366		0.3353484445		0.3350746281		0.3350746281		-3.088036832
0.6732673267		0.3255718956		0.3253060619		0.3253060619		-3.088036832
0.6831683168		0.3157836586		0.3155258171		0.3155258171		-3.088036832
0.6930693069		0.3059848351		0.3057349945		0.3057349945		-3.088036832
0.7029702970		0.2961764231		0.2959345912		0.2959345912		-3.088036832
0.7128712871		0.2863593265		0.2861255104		0.2861255104		-3.088036832
0.7227722772		0.2765343639		0.2763085700		0.2763085700		-3.088036832
0.7326732673		0.2667022769		0.2664845110		0.2664845110		-3.088036832
0.7425742574		0.2568637370		0.2566540044		0.2566540044		-3.088036832
0.7524752475		0.2470193526		0.2468176580		0.2468176580		-3.088036832
0.7623762376		0.2371696745		0.2369760224		0.2369760224		-3.088036832
0.7722772277		0.2273152018		0.2271295960		0.2271295960		-3.088036832
0.7821782178		0.2174563865		0.2172788305		0.2172788305		-3.088036832
0.7920792079		0.2075936378		0.2074241349		0.2074241349		-3.088036832
0.8019801980		0.1977273267		0.1975658797		0.1975658797		-3.088036832
0.8118811881		0.1878577889		0.1877044005		0.1877044005		-3.088036832
0.8217821782		0.1779853285		0.1778400012		0.1778400012		-3.088036832
